一级学科代码,一级学科名称,评估结果,学校名称1,学校名称2,学校名称3,学校名称4,学校名称5,学校名称6,学校名称7,学校名称8,学校名称9,学校名称10,学校名称11,学校名称12,学校名称13,学校名称14,学校名称15,学校名称16,学校名称17,学校名称18,学校名称19,学校名称20,学校名称21,学校名称22,学校名称23,学校名称24,学校名称25,学校名称26,学校名称27
808,电气工程,B,北京交通大学,河北工业大学,东北电力大学,哈尔滨理工大学,中国矿业大学,合肥工业大学,武汉大学,华南理工大学,西北工业大学,,,,,,,,,,,,,,,,,,
808,电气工程,B-,太原理工大学,大连理工大学,上海电力大学,河海大学,福州大学,长沙理工大学,四川大学,三峡大学,,,,,,,,,,,,,,,,,,,
808,电气工程,C+,北京航空航天大学,东北大学,燕山大学,同济大学,上海海事大学,上海大学,江苏大学,广西大学,西安理工大学,新疆大学,,,,,,,,,,,,,,,,,
808,电气工程,C,辽宁工程技术大学,南京理工大学,山东理工大学,郑州大学,郑州轻工业学院,中南大学,电子科技大学,,,,,,,,,,,,,,,,,,,,
808,电气工程,C-,中国农业大学,天津理工大学,哈尔滨工程大学,黑龙江科技大学,上海理工大学,山东科技大学,河南理工大学,湖南工业大学,,,,,,,,,,,,,,,,,,,
809,电子科学与技术,A+,电子科技大学,西安电子科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
809,电子科学与技术,A,北京大学,清华大学,东南大学,,,,,,,,,,,,,,,,,,,,,,,,
809,电子科学与技术,A-,北京邮电大学,复旦大学,上海交通大学,南京大学,浙江大学,西安交通大学,,,,,,,,,,,,,,,,,,,,,
809,电子科学与技术,B+,北京航空航天大学,北京理工大学,天津大学,吉林大学,南京邮电大学,杭州电子科技大学,华中科技大学,西北工业大学,国防科技大学,空军工程大学,,,,,,,,,,,,,,,,,
809,电子科学与技术,B,北京工业大学,南开大学,哈尔滨工业大学,华东师范大学,南京理工大学,中国科学技术大学,厦门大学,武汉大学,中山大学,华南理工大学,,,,,,,,,,,,,,,,,
809,电子科学与技术,B-,北京交通大学,大连理工大学,安徽大学,合肥工业大学,福州大学,山东大学,湖南大学,重庆大学,西南交通大学,西安理工大学,解放军理工大学,,,,,,,,,,,,,,,,
809,电子科学与技术,C+,中国传媒大学,河北工业大学,太原理工大学,长春理工大学,黑龙江大学,燕山大学,上海大学,中南大学,,,,,,,,,,,,,,,,,,,
809,电子科学与技术,C+,重庆邮电大学,兰州大学,解放军信息工程大学,,,,,,,,,,,,,,,,,,,,,,,,
809,电子科学与技术,C,天津工业大学,天津理工大学,南京航空航天大学,湖北大学,长沙理工大学,桂林电子科技大学,四川大学,贵州大学,西安邮电大学,海军航空工程学院,,,,,,,,,,,,,,,,,
809,电子科学与技术,C-,北方工业大学,河北大学,华北电力大学,中北大学,哈尔滨工程大学,苏州大学,中国计量大学,郑州大学,武汉理工大学,深圳大学,西北大学,,,,,,,,,,,,,,,,
810,信息与通信工程,A+,北京邮电大学,电子科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
810,信息与通信工程,A,清华大学,上海交通大学,西安电子科技大学,国防科技大学,,,,,,,,,,,,,,,,,,,,,,,
810,信息与通信工程,A-,北京交通大学,北京航空航天大学,北京理工大学,哈尔滨工业大学,东南大学,解放军信息工程大学,解放军理工大学,,,,,,,,,,,,,,,,,,,,
810,信息与通信工程,B+,北京大学,天津大学,大连理工大学,哈尔滨工程大学,南京邮电大学,浙江大学,中国科学技术大学,华中科技大学,华南理工大学,西南交通大学,重庆邮电大学,西安交通大学,海军航空工程学院,空军工程大学,,,,,,,,,,,,,
810,信息与通信工程,B,中国传媒大学,中北大学,东北大学,上海大学,南京大学,南京航空航天大学,南京理工大学,厦门大学,山东大学,武汉大学,武汉理工大学,深圳大学,四川大学,西北工业大学,,,,,,,,,,,,,
810,信息与通信工程,B-,大连海事大学,吉林大学,苏州大学,中国矿业大学,河海大学,合肥工业大学,中山大学,桂林电子科技大学,重庆大学,,,,,,,,,,,,,,,,,,
810,信息与通信工程,B-,宁波大学,西安邮电大学,装备学院,海军工程大学,,,,,,,,,,,,,,,,,,,,,,,
810,信息与通信工程,C+,北京工业大学,北京科技大学,华北电力大学,长春理工大学,同济大学,华东师范大学,南京信息工程大学,南通大学,福州大学,郑州大学,湖南大学,海南大学,成都信息工程大学,云南大学,,,,,,,,,,,,,
810,信息与通信工程,C,南开大学,天津工业大学,中国民航大学,黑龙江大学,复旦大学,上海海事大学,杭州电子科技大学,浙江工业大学,浙江工商大学,南昌大学,华东交通大学,中国海洋大学,中南大学,暨南大学,,,,,,,,,,,,,
810,信息与通信工程,C-,天津理工大学,沈阳航空航天大学,燕山大学,东华大学,山东科技大学,中国地质大学,西北大学,西安理工大学,西安科技大学,兰州大学,兰州交通大学,广东工业大学,火箭军工程大学,,,,,,,,,,,,,,
811,控制科学与工程,A+,清华大学,哈尔滨工业大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,
811,控制科学与工程,A,北京航空航天大学,北京理工大学,东北大学,上海交通大学,国防科技大学,,,,,,,,,,,,,,,,,,,,,,
811,控制科学与工程,A-,哈尔滨工程大学,东南大学,山东大学,华中科技大学,中南大学,西安交通大学,广东工业大学,火箭军工程大学,,,,,,,,,,,,,,,,,,,
811,控制科学与工程,B+,北京工业大学,北京科技大学,北京化工大学,天津大学,大连理工大学,同济大学,华东理工大学,南京航空航天大学,南京理工大学,江南大学,杭州电子科技大学,中国科学技术大学,华南理工大学,西北工业大学,西安理工大学,西安电子科技大学,,,,,,,,,,,
811,控制科学与工程,B,南开大学,华北电力大学,吉林大学,燕山大学,东华大学,上海大学,江苏大学,浙江工业大学,山东科技大学,武汉科技大学,湖南大学,重庆大学,电子科技大学,海军工程大学,海军航空工程学院,空军工程大学,,,,,,,,,,,
811,控制科学与工程,B-,北京交通大学,北京邮电大学,,,,,,,,,,,,,,,,,,,,,,,,,
811,控制科学与工程,B-,河北工业大学,大连海事大学,中国矿业大学,中国计量大学,合肥工业大学,厦门大学,华东交通大学,河南科技大学,武汉大学,西南交通大学,重庆邮电大学,兰州理工大学,中国石油大学,解放军信息工程大学,,,,,,,,,,,,,
811,控制科学与工程,C+,北方工业大学,天津工业大学,中国民航大学,天津理工大学,山西大学,辽宁石油化工大学,辽宁工业大学,东北电力大学,哈尔滨理工大学,上海理工大学,南京工业大学,南京邮电大学,安徽大学,安徽工程大学,郑州大学,中国地质大学,武汉理工大学,西南科技大学,,,,,,,,,
811,控制科学与工程,C,北京建筑大学,辽宁科技大学,大连工业大学,渤海大学,长春工业大学,南京大学,江苏科技大学,河海大学,青岛科技大学,济南大学,曲阜师范大学,河南理工大学,四川大学,西安工程大学,青岛大学,,,,,,,,,,,,
811,控制科学与工程,C-,北京工商大学,天津职业技术师范大学,太原科技大学,,,,,,,,,,,,,,,,,,,,,,,,
811,控制科学与工程,C-,太原理工大学,沈阳航空航天大学,沈阳化工大学,长春理工大学,黑龙江大学,南通大学,浙江理工大学,中国海洋大学,山东建筑大学,湖南科技大学,深圳大学,昆明理工大学,西安工业大学,陕西科技大学,北京信息科技大学,,,,,,,,,,,,
812,计算机科学与技术,A+,北京大学,清华大学,浙江大学,国防科技大学,,,,,,,,,,,,,,,,,,,,,,,
812,计算机科学与技术,A,北京航空航天大学,北京邮电大学,哈尔滨工业大学,上海交通大学,南京大学,华中科技大学,电子科技大学,,,,,,,,,,,,,,,,,,,,
812,计算机科学与技术,A-,北京交通大学,北京理工大学,东北大学,吉林大学,同济大学,中国科学技术大学,武汉大学,中南大学,西安交通大学,西北工业大学,西安电子科技大学,解放军信息工程大学,,,,,,,,,,,,,,,
812,计算机科学与技术,B+,中国人民大学,北京工业大学,北京科技大学,南开大学,天津大学,大连理工大学,哈尔滨工程大学,复旦大学,华东师范大学,东南大学,南京航空航天大学,南京理工大学,杭州电子科技大学,合肥工业大学,厦门大学,山东大学,湖南大学,中山大学,华南理工大学,四川大学,重庆大学,西南交通大学,重庆邮电大学,解放军理工大学,,,
812,计算机科学与技术,B,北京师范大学,天津理工大学,山西大学,,,,,,,,,,,,,,,,,,,,,,,,
812,计算机科学与技术,B,大连海事大学,长春理工大学,哈尔滨理工大学,燕山大学,华东理工大学,上海大学,苏州大学,中国矿业大学,河海大学,江苏大学,南京信息工程大学,浙江工业大学,安徽大学,中国海洋大学,中国地质大学,武汉理工大学,暨南大学,深圳大学,西南大学,兰州大学,火箭军工程大学,,,,,,
812,计算机科学与技术,B-,北方工业大学,中国农业大学,首都师范大学,天津工业大学,华北电力大学,太原理工大学,内蒙古大学,沈阳航空航天大学,东华大学,南京邮电大学,江南大学,浙江工商大学,福州大学,山东科技大学,济南大学,华中师范大学,广西大学,桂林电子科技大学,云南大学,西北大学,青海师范大学,新疆大学,中国石油大学,空军工程大学,,,
812,计算机科学与技术,C+,北京化工大学,北京语言大学,中国传媒大学,中国民航大学,河北大学,,,,,,,,,,,,,,,,,,,,,,
812,计算机科学与技术,C+,河北工业大学,沈阳建筑大学,辽宁师范大学,上海理工大学,上海海洋大学,常州大学,浙江理工大学,浙江师范大学,温州大学,福建师范大学,南昌大学,郑州大学,武汉科技大学,湖南科技大学,广西师范大学,成都信息工程大学,贵州大学,昆明理工大学,长安大学,青岛大学,西安邮电大学,,,,,,
812,计算机科学与技术,C,北京工商大学,河北工程大学,石家庄铁道大学,中北大学,东北电力大学,长春工业大学,上海师范大学,安徽工业大学,江西师范大学,山东财经大学,河南理工大学,郑州轻工业学院,湘潭大学,华南农业大学,西安理工大学,西安工业大学,西北农林科技大学,三峡大学,扬州大学,大连大学,广东工业大学,,,,,,
812,计算机科学与技术,C-,中央民族大学,沈阳理工大学,黑龙江大学,上海海事大学,江苏科技大学,华侨大学,东华理工大学,江西理工大学,,,,,,,,,,,,,,,,,,,
812,计算机科学与技术,C-,江西财经大学,河南工业大学,河南大学,河南师范大学,武汉工程大学,武汉纺织大学,湖北工业大学,长沙理工大学,海南大学,桂林理工大学,西南石油大学,重庆交通大学,西华大学,西南财经大学,西安石油大学,北京信息科技大学,湖南工业大学,海军航空工程学院,,,,,,,,,
813,建筑学,A+,清华大学,东南大学,,,,,,,,,,,,,,,,,,,,,,,,,
813,建筑学,A-,天津大学,同济大学,华南理工大学,,,,,,,,,,,,,,,,,,,,,,,,
813,建筑学,B+,哈尔滨工业大学,浙江大学,华中科技大学,重庆大学,西安建筑科技大学,,,,,,,,,,,,,,,,,,,,,,
813,建筑学,B,北京建筑大学,大连理工大学,沈阳建筑大学,南京大学,武汉大学,湖南大学,,,,,,,,,,,,,,,,,,,,,
813,建筑学,B-,北京工业大学,合肥工业大学,山东建筑大学,深圳大学,西南交通大学,,,,,,,,,,,,,,,,,,,,,,
813,建筑学,C+,中央美术学院,上海交通大学,厦门大学,华侨大学,青岛理工大学,昆明理工大学,安徽建筑大学,,,,,,,,,,,,,,,,,,,,
813,建筑学,C,北京交通大学,吉林建筑大学,南京工业大学,福州大学,,,,,,,,,,,,,,,,,,,,,,,
813,建筑学,C-,内蒙古工业大学,苏州科技大学,郑州大学,西安交通大学,长安大学,,,,,,,,,,,,,,,,,,,,,,
814,土木工程,A+,同济大学,东南大学,,,,,,,,,,,,,,,,,,,,,,,,,
814,土木工程,A,清华大学,北京工业大学,哈尔滨工业大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,
814,土木工程,A-,天津大学,大连理工大学,河海大学,湖南大学,中南大学,西南交通大学,解放军理工大学,,,,,,,,,,,,,,,,,,,,
814,土木工程,B+,北京交通大学,石家庄铁道大学,沈阳建筑大学,上海交通大学,中国矿业大学,山东大学,武汉大学,华中科技大学,长沙理工大学,华南理工大学,重庆大学,西安建筑科技大学,广州大学,,,,,,,,,,,,,,
814,土木工程,B,北京科技大学,北京建筑大学,南京工业大学,合肥工业大学,福州大学,青岛理工大学,郑州大学,中国地质大学,武汉理工大学,四川大学,重庆交通大学,长安大学,兰州理工大学,兰州交通大学,,,,,,,,,,,,,
814,土木工程,B-,太原理工大学,东北大学,上海大学,苏州科技大学,安徽理工大学,华侨大学,山东科技大学,山东建筑大学,广西大学,成都理工大学,,,,,,,,,,,,,,,,,
814,土木工程,B-,西安理工大学,西安科技大学,三峡大学,,,,,,,,,,,,,,,,,,,,,,,,
814,土木工程,C+,北京航空航天大学,河北工业大学,辽宁工程技术大学,东华大学,浙江工业大学,华东交通大学,湖北工业大学,湖南科技大学,深圳大学,昆明理工大学,西安交通大学,天津城建大学,安徽建筑大学,广东工业大学,,,,,,,,,,,,,
814,土木工程,C,北方工业大学,华北水利水电大学,吉林大学,吉林建筑大学,哈尔滨工程大学,上海理工大学,南京航空航天大学,南京林业大学,厦门大学,中南林业科技大学,汕头大学,桂林理工大学,贵州大学,宁波大学,,,,,,,,,,,,,
814,土木工程,C-,中国农业大学,内蒙古工业大学,东北电力大学,燕山大学,南京理工大学,中国海洋大学,济南大学,河南理工大学,武汉科技大学,南华大学,西北工业大学,烟台大学,扬州大学,,,,,,,,,,,,,,
815,水利工程,A+,清华大学,河海大学,,,,,,,,,,,,,,,,,,,,,,,,,
815,水利工程,A-,天津大学,武汉大学,,,,,,,,,,,,,,,,,,,,,,,,,
815,水利工程,B+,中国农业大学,大连理工大学,郑州大学,四川大学,西安理工大学,,,,,,,,,,,,,,,,,,,,,,
815,水利工程,B,华北水利水电大学,中国海洋大学,华中科技大学,中国地质大学,重庆交通大学,,,,,,,,,,,,,,,,,,,,,,
815,水利工程,B-,吉林大学,南京大学,长沙理工大学,西北农林科技大学,三峡大学,,,,,,,,,,,,,,,,,,,,,,
815,水利工程,C+,北京师范大学,太原理工大学,宁夏大学,新疆农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,
815,水利工程,C,华北电力大学,内蒙古农业大学,同济大学,中山大学,长安大学,,,,,,,,,,,,,,,,,,,,,,
815,水利工程,C-,北京工业大学,合肥工业大学,南昌大学,山东大学,华南理工大学,,,,,,,,,,,,,,,,,,,,,,
816,测绘科学与技术,A+,武汉大学,解放军信息工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
816,测绘科学与技术,A-,中国矿业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
816,测绘科学与技术,B+,北京大学,同济大学,中南大学,,,,,,,,,,,,,,,,,,,,,,,,
816,测绘科学与技术,B,山东科技大学,中国地质大学,西南交通大学,长安大学,,,,,,,,,,,,,,,,,,,,,,,
816,测绘科学与技术,B-,辽宁工程技术大学,河海大学,河南理工大学,,,,,,,,,,,,,,,,,,,,,,,,
816,测绘科学与技术,C+,北京建筑大学,北京师范大学,东南大学,西安科技大学,,,,,,,,,,,,,,,,,,,,,,,
816,测绘科学与技术,C,东北大学,东华理工大学,中国石油大学,,,,,,,,,,,,,,,,,,,,,,,,
816,测绘科学与技术,C-,江西理工大学,桂林理工大学,昆明理工大学,,,,,,,,,,,,,,,,,,,,,,,,
817,化学工程与技术,A+,天津大学,华东理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
817,化学工程与技术,A,清华大学,北京化工大学,大连理工大学,南京工业大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,
817,化学工程与技术,A-,北京理工大学,哈尔滨工业大学,南京理工大学,浙江工业大学,华南理工大学,四川大学,中国石油大学,,,,,,,,,,,,,,,,,,,,
817,化学工程与技术,B+,河北工业大学,太原理工大学,上海交通大学,东南大学,中国矿业大学,江南大学,厦门大学,青岛科技大学,郑州大学,武汉工程大学,中南大学,重庆大学,西南石油大学,西北大学,西安交通大学,,,,,,,,,,,,
817,化学工程与技术,B,北京工业大学,辽宁石油化工大学,沈阳化工大学,燕山大学,东北石油大学,苏州大学,合肥工业大学,福州大学,济南大学,武汉科技大学,湘潭大学,湖南大学,广西大学,陕西科技大学,广东工业大学,,,,,,,,,,,,
817,化学工程与技术,B-,山西大学,中北大学,内蒙古工业大学,辽宁科技大学,吉林大学,长春工业大学,,,,,,,,,,,,,,,,,,,,,
817,化学工程与技术,B-,哈尔滨工程大学,上海应用技术大学,常州大学,华侨大学,南昌大学,山东理工大学,新疆大学,石河子大学,,,,,,,,,,,,,,,,,,,
817,化学工程与技术,C+,北京工商大学,天津科技大学,天津工业大学,天津理工大学,河北科技大学,沈阳工业大学,上海电力大学,上海大学,江苏大学,安徽工业大学,山东大学,郑州轻工业学院,武汉理工大学,海南大学,,,,,,,,,,,,,
817,化学工程与技术,C,华北理工大学,东北电力大学,东华大学,南京林业大学,安徽理工大学,中国海洋大学,山东科技大学,中山大学,贵州大学,昆明理工大学,西安石油大学,兰州大学,兰州理工大学,江汉大学,,,,,,,,,,,,,
817,化学工程与技术,C-,北京科技大学,东北大学,大连工业大学,沈阳师范大学,黑龙江大学,哈尔滨理工大学,上海师范大学,齐鲁工业大学,河南大学,华南农业大学,电子科技大学,成都理工大学,四川理工学院,西北农林科技大学,,,,,,,,,,,,,
817,化学工程与技术,C-,兰州交通大学,青岛大学,,,,,,,,,,,,,,,,,,,,,,,,,
818,地质资源与地质工程,A+,中国地质大学,中国石油大学,,,,,,,,,,,,,,,,,,,,,,,,,
818,地质资源与地质工程,A-,中国矿业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
818,地质资源与地质工程,B+,吉林大学,中南大学,成都理工大学,长安大学,,,,,,,,,,,,,,,,,,,,,,,
818,地质资源与地质工程,B,同济大学,南京大学,西南石油大学,西北大学,,,,,,,,,,,,,,,,,,,,,,,
818,地质资源与地质工程,B-,东北石油大学,河海大学,山东科技大学,长江大学,,,,,,,,,,,,,,,,,,,,,,,
818,地质资源与地质工程,C+,华北水利水电大学,河南理工大学,西南交通大学,西安科技大学,,,,,,,,,,,,,,,,,,,,,,,
818,地质资源与地质工程,C,东华理工大学,桂林理工大学,昆明理工大学,,,,,,,,,,,,,,,,,,,,,,,,
818,地质资源与地质工程,C-,太原理工大学,东北大学,安徽理工大学,中国海洋大学,,,,,,,,,,,,,,,,,,,,,,,
819,矿业工程,A+,中国矿业大学,中南大学,,,,,,,,,,,,,,,,,,,,,,,,,
819,矿业工程,B+,北京科技大学,东北大学,重庆大学,,,,,,,,,,,,,,,,,,,,,,,,
819,矿业工程,B,太原理工大学,山东科技大学,河南理工大学,,,,,,,,,,,,,,,,,,,,,,,,
819,矿业工程,B-,辽宁工程技术大学,安徽理工大学,武汉理工大学,,,,,,,,,,,,,,,,,,,,,,,,
819,矿业工程,C+,武汉科技大学,昆明理工大学,西安科技大学,,,,,,,,,,,,,,,,,,,,,,,,
819,矿业工程,C,江西理工大学,南华大学,,,,,,,,,,,,,,,,,,,,,,,,,
819,矿业工程,C-,华北理工大学,内蒙古科技大学,湖南科技大学,,,,,,,,,,,,,,,,,,,,,,,,
820,石油与天然气工程,A+,西南石油大学,中国石油大学,,,,,,,,,,,,,,,,,,,,,,,,,
820,石油与天然气工程,B,东北石油大学,,,,,,,,,,,,,,,,,,,,,,,,,,
820,石油与天然气工程,B-,中国地质大学,,,,,,,,,,,,,,,,,,,,,,,,,,
820,石油与天然气工程,C+,长江大学,,,,,,,,,,,,,,,,,,,,,,,,,,
820,石油与天然气工程,C,西安石油大学,,,,,,,,,,,,,,,,,,,,,,,,,,
820,石油与天然气工程,C-,成都理工大学,,,,,,,,,,,,,,,,,,,,,,,,,,
821,纺织科学与工程,A+,天津工业大学,东华大学,,,,,,,,,,,,,,,,,,,,,,,,,
821,纺织科学与工程,B+,苏州大学,,,,,,,,,,,,,,,,,,,,,,,,,,
821,纺织科学与工程,B,江南大学,浙江理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
821,纺织科学与工程,B-,武汉纺织大学,,,,,,,,,,,,,,,,,,,,,,,,,,
821,纺织科学与工程,C+,西安工程大学,青岛大学,,,,,,,,,,,,,,,,,,,,,,,,,
821,纺织科学与工程,C,大连工业大学,中原工学院,,,,,,,,,,,,,,,,,,,,,,,,,
821,纺织科学与工程,C-,四川大学,,,,,,,,,,,,,,,,,,,,,,,,,,
822,轻工技术与工程,A+,江南大学,华南理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
822,轻工技术与工程,B+,天津科技大学,陕西科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
822,轻工技术与工程,B,大连工业大学,南京工业大学,四川大学,,,,,,,,,,,,,,,,,,,,,,,,
822,轻工技术与工程,B-,齐鲁工业大学,湖北工业大学,,,,,,,,,,,,,,,,,,,,,,,,,
822,轻工技术与工程,C+,南京林业大学,武汉大学,广西大学,,,,,,,,,,,,,,,,,,,,,,,,
822,轻工技术与工程,C,北京化工大学,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
822,轻工技术与工程,C-,西安理工大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,A+,东南大学,西南交通大学,,,,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,A-,北京交通大学,北京航空航天大学,同济大学,,,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,B+,大连海事大学,哈尔滨工业大学,武汉理工大学,中南大学,长安大学,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,B,吉林大学,上海海事大学,南京航空航天大学,长沙理工大学,重庆交通大学,兰州交通大学,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,B-,北京工业大学,华东交通大学,华南理工大学,西北工业大学,,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,C+,中国民航大学,石家庄铁道大学,东北林业大学,上海交通大学,江苏大学,空军工程大学,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,C,北京建筑大学,大连理工大学,大连交通大学,湖南大学,中山大学,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,C-,清华大学,上海理工大学,河海大学,南京林业大学,昆明理工大学,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,A+,哈尔滨工程大学,上海交通大学,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,B+,海军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,B,天津大学,大连海事大学,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,B-,武汉理工大学,西北工业大学,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,C+,大连理工大学,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,C,江苏科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,C-,上海海事大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,A+,北京航空航天大学,西北工业大学,,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,B+,哈尔滨工业大学,南京航空航天大学,国防科技大学,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,B,北京理工大学,空军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,B-,清华大学,沈阳航空航天大学,海军航空工程学院,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,C+,上海交通大学,火箭军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,C,南京理工大学,西安交通大学,装备学院,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,C-,中国民航大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,A+,北京理工大学,南京理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,B,西北工业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,B-,空军工程大学,火箭军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,C+,解放军理工大学,,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,C,装备学院,,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,C-,中北大学,海军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,A+,清华大学,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,B+,北京大学,哈尔滨工程大学,西安交通大学,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,B,上海交通大学,,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,B-,南华大学,四川大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,C+,兰州大学,海军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,C,北京师范大学,东华理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,C-,南京航空航天大学,成都理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,A+,中国农业大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,A-,江苏大学,,,,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,B+,吉林大学,东北农业大学,华南农业大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,B,河海大学,南京农业大学,河南农业大学,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,B-,内蒙古农业大学,沈阳农业大学,石河子大学,,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,C+,黑龙江八一农垦大学,山东理工大学,西南大学,云南师范大学,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,C,河北农业大学,青岛农业大学,甘肃农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,C-,华北水利水电大学,云南农业大学,西安理工大学,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,A+,东北林业大学,南京林业大学,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,B,北京林业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,B-,福建农林大学,中南林业科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,C+,浙江农林大学,,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,C,西南林业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,C-,内蒙古农业大学,北华大学,,,,,,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,A+,清华大学,哈尔滨工业大学,同济大学,,,,,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,A,北京大学,北京师范大学,南京大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,A-,北京工业大学,南开大学,天津大学,大连理工大学,上海交通大学,河海大学,中国科学技术大学,华南理工大学,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,B+,北京科技大学,复旦大学,华东理工大学,东南大学,厦门大学,山东大学,中国海洋大学,武汉大学,华中科技大学,中国地质大学,湖南大学,中山大学,四川大学,重庆大学,昆明理工大学,西安建筑科技大学,,,,,,,,,,,
830,环境科学与工程,B,北京化工大学,中国农业大学,山西大学,大连海事大学,吉林大学,东华大学,华东师范大学,上海大学,南京理工大学,中国矿业大学,江苏大学,浙江工业大学,武汉理工大学,桂林理工大学,兰州交通大学,,,,,,,,,,,,
830,环境科学与工程,B-,北京航空航天大学,北京林业大学,华北电力大学,太原理工大学,,,,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,B-,上海师范大学,江南大学,南京信息工程大学,南昌大学,南昌航空大学,河南师范大学,中南大学,西南科技大学,西安交通大学,西安理工大学,长安大学,西北农林科技大学,中国石油大学,,,,,,,,,,,,,,
830,环境科学与工程,C+,中国人民大学,北京建筑大学,天津工业大学,东北大学,南京工业大学,南京农业大学,苏州科技大学,合肥工业大学,安徽理工大学,济南大学,暨南大学,兰州大学,重庆工商大学,广东工业大学,,,,,,,,,,,,,
830,环境科学与工程,C,北京交通大学,北京工商大学,河北科技大学,上海理工大学,常州大学,南京林业大学,浙江工商大学,福州大学,青岛理工大学,郑州大学,武汉纺织大学,华中农业大学,湘潭大学,广西大学,西南交通大学,沈阳大学,,,,,,,,,,,
